Date,High,Low,Open,Close,Volume,Adj Close
2021-12-31,179.22999572753906,177.25999450683594,178.08999633789062,177.57000732421875,64062300.0,177.08387756347656
2022-01-03,182.8800048828125,177.7100067138672,177.8300018310547,182.00999450683594,104487900.0,181.51170349121094
2022-01-04,182.94000244140625,179.1199951171875,182.6300048828125,179.6999969482422,99310400.0,179.20803833007812
2022-01-05,180.1699981689453,174.63999938964844,179.61000061035156,174.9199981689453,94537600.0,174.4411163330078
2022-01-06,175.3000030517578,171.63999938964844,172.6999969482422,172.0,96904000.0,171.5291290283203
2022-01-07,174.13999938964844,171.02999877929688,172.88999938964844,172.1699981689453,86709100.0,171.6986541748047
2022-01-10,172.5,168.1699981689453,169.0800018310547,172.19000244140625,106765600.0,171.71859741210938
2022-01-11,175.17999267578125,170.82000732421875,172.32000732421875,175.0800018310547,76138300.0,174.60069274902344
2022-01-12,177.17999267578125,174.82000732421875,176.1199951171875,175.52999877929688,74805200.0,175.04945373535156
2022-01-13,176.6199951171875,171.7899932861328,175.77999877929688,172.19000244140625,84505800.0,171.71859741210938
2022-01-14,173.77999877929688,171.08999633789062,171.33999633789062,173.07000732421875,80440800.0,172.59620666503906
2022-01-18,172.5399932861328,169.41000366210938,171.50999450683594,169.8000030517578,90956700.0,169.33514404296875
2022-01-19,171.0800018310547,165.94000244140625,170.0,166.22999572753906,94815000.0,165.77491760253906
2022-01-20,169.67999267578125,164.17999267578125,166.97999572753906,164.50999450683594,91420500.0,164.0596160888672
2022-01-21,166.3300018310547,162.3000030517578,164.4199981689453,162.41000366210938,122848900.0,161.9653778076172
2022-01-24,162.3000030517578,154.6999969482422,160.02000427246094,161.6199951171875,162294600.0,161.17752075195312
2022-01-25,162.75999450683594,157.02000427246094,158.97999572753906,159.77999877929688,115798400.0,159.3425750732422
2022-01-26,164.38999938964844,157.82000732421875,163.5,159.69000244140625,108275300.0,159.25282287597656
2022-01-27,163.83999633789062,158.27999877929688,162.4499969482422,159.22000122070312,121954600.0,158.78411865234375
2022-01-28,170.35000610351562,162.8000030517578,165.7100067138672,170.3300018310547,179935700.0,169.8636932373047
2022-01-31,175.0,169.50999450683594,170.16000366210938,174.77999877929688,115541600.0,174.301513671875
2022-02-01,174.83999633789062,172.30999755859375,174.00999450683594,174.61000061035156,86213900.0,174.13197326660156
2022-02-02,175.8800048828125,173.3300018310547,174.75,175.83999633789062,84914300.0,175.35861206054688
2022-02-03,176.24000549316406,172.1199951171875,174.47999572753906,172.89999389648438,89418100.0,172.42665100097656
2022-02-04,174.10000610351562,170.67999267578125,171.67999267578125,172.38999938964844,82465400.0,172.1370849609375
2022-02-07,173.9499969482422,170.9499969482422,172.86000061035156,171.66000366210938,77251200.0,171.4081573486328
2022-02-08,175.35000610351562,171.42999267578125,171.72999572753906,174.8300018310547,74829200.0,174.57350158691406
2022-02-09,176.64999389648438,174.89999389648438,176.0500030517578,176.27999877929688,71285000.0,176.02137756347656
2022-02-10,175.47999572753906,171.5500030517578,174.13999938964844,172.1199951171875,90865900.0,171.8674774169922
2022-02-11,173.0800018310547,168.0399932861328,172.3300018310547,168.63999938964844,98670700.0,168.39259338378906
2022-02-14,169.5800018310547,166.55999755859375,167.3699951171875,168.8800048828125,86185500.0,168.63223266601562
2022-02-15,172.9499969482422,170.25,170.97000122070312,172.7899932861328,62527400.0,172.5364990234375
2022-02-16,173.33999633789062,170.0500030517578,171.85000610351562,172.5500030517578,61177400.0,172.29685974121094
2022-02-17,171.91000366210938,168.47000122070312,171.02999877929688,168.8800048828125,69589300.0,168.63223266601562
2022-02-18,170.5399932861328,166.19000244140625,169.82000732421875,167.3000030517578,82772700.0,167.05455017089844
2022-02-22,166.69000244140625,162.14999389648438,164.97999572753906,164.32000732421875,91162800.0,164.0789337158203
2022-02-23,166.14999389648438,159.75,165.5399932861328,160.07000732421875,90009200.0,159.83517456054688
2022-02-24,162.85000610351562,152.0,152.5800018310547,162.74000549316406,141147500.0,162.50125122070312
2022-02-25,165.1199951171875,160.8699951171875,163.83999633789062,164.85000610351562,91974200.0,164.608154296875
2022-02-28,165.4199981689453,162.42999267578125,163.05999755859375,165.1199951171875,95056600.0,164.87774658203125
2022-03-01,166.60000610351562,161.97000122070312,164.6999969482422,163.1999969482422,83474400.0,162.9605712890625
2022-03-02,167.36000061035156,162.9499969482422,164.38999938964844,166.55999755859375,79724800.0,166.31564331054688
2022-03-03,168.91000366210938,165.5500030517578,168.47000122070312,166.22999572753906,76678400.0,165.98611450195312
2022-03-04,165.5500030517578,162.10000610351562,164.49000549316406,163.1699981689453,83737200.0,162.93060302734375
2022-03-07,165.02000427246094,159.0399932861328,163.36000061035156,159.3000030517578,96418800.0,159.06629943847656
2022-03-08,162.8800048828125,155.8000030517578,158.82000732421875,157.44000244140625,131148300.0,157.20901489257812
2022-03-09,163.41000366210938,159.41000366210938,161.47999572753906,162.9499969482422,91454900.0,162.7109375
2022-03-10,160.38999938964844,155.97999572753906,160.1999969482422,158.52000427246094,105342000.0,158.28744506835938
2022-03-11,159.27999877929688,154.5,158.92999267578125,154.72999572753906,96970100.0,154.50299072265625
2022-03-14,154.1199951171875,150.10000610351562,151.4499969482422,150.6199951171875,108732100.0,150.39901733398438
2022-03-15,155.57000732421875,150.3800048828125,150.89999389648438,155.08999633789062,92964300.0,154.86245727539062
2022-03-16,160.0,154.4600067138672,157.0500030517578,159.58999633789062,102300200.0,159.35586547851562
2022-03-17,161.0,157.6300048828125,158.61000061035156,160.6199951171875,75615400.0,160.3843536376953
2022-03-18,164.47999572753906,159.75999450683594,160.50999450683594,163.97999572753906,123511700.0,163.7394256591797
2022-03-21,166.35000610351562,163.00999450683594,163.50999450683594,165.3800048828125,95811400.0,165.1373748779297
2022-03-22,169.4199981689453,164.91000366210938,165.50999450683594,168.82000732421875,81532000.0,168.57232666015625
2022-03-23,172.63999938964844,167.64999389648438,167.99000549316406,170.2100067138672,98062700.0,169.96029663085938
2022-03-24,174.13999938964844,170.2100067138672,171.05999755859375,174.07000732421875,90131400.0,173.8146209716797
2022-03-25,175.27999877929688,172.75,173.8800048828125,174.72000122070312,80546200.0,174.4636688232422
2022-03-28,175.72999572753906,172.0,172.1699981689453,175.60000610351562,90371900.0,175.34237670898438
2022-03-29,179.00999450683594,176.33999633789062,176.69000244140625,178.9600067138672,100589400.0,178.69744873046875
2022-03-30,179.61000061035156,176.6999969482422,178.5500030517578,177.77000427246094,92633200.0,177.5092010498047
2022-03-31,178.02999877929688,174.39999389648438,177.83999633789062,174.61000061035156,103049300.0,174.3538360595703
2022-04-01,174.8800048828125,171.94000244140625,174.02999877929688,174.30999755859375,78751300.0,174.05426025390625
2022-04-04,178.49000549316406,174.44000244140625,174.57000732421875,178.44000244140625,76468400.0,178.17820739746094
2022-04-05,178.3000030517578,174.4199981689453,177.5,175.05999755859375,73401800.0,174.80316162109375
2022-04-06,173.6300048828125,170.1300048828125,172.36000061035156,171.8300018310547,89058800.0,171.57791137695312
2022-04-07,173.36000061035156,169.85000610351562,171.16000366210938,172.13999938964844,77594700.0,171.887451171875
2022-04-08,171.77999877929688,169.1999969482422,171.77999877929688,170.08999633789062,76575500.0,169.8404541015625
2022-04-11,169.02999877929688,165.5,168.7100067138672,165.75,72246700.0,165.50682067871094
2022-04-12,169.8699951171875,166.63999938964844,168.02000427246094,167.66000366210938,79265200.0,167.41403198242188
2022-04-13,171.0399932861328,166.77000427246094,167.38999938964844,170.39999389648438,70618900.0,170.14999389648438
2022-04-14,171.27000427246094,165.0399932861328,170.6199951171875,165.2899932861328,75329400.0,165.04750061035156
2022-04-18,166.60000610351562,163.57000732421875,163.9199981689453,165.07000732421875,69023900.0,164.8278350830078
2022-04-19,167.82000732421875,163.91000366210938,165.02000427246094,167.39999389648438,67723800.0,167.15440368652344
2022-04-20,168.8800048828125,166.10000610351562,168.75999450683594,167.22999572753906,67929800.0,166.98464965820312
2022-04-21,171.52999877929688,165.91000366210938,168.91000366210938,166.4199981689453,87227800.0,166.17584228515625
2022-04-22,167.8699951171875,161.5,166.4600067138672,161.7899932861328,84882400.0,161.55262756347656
2022-04-25,163.1699981689453,158.4600067138672,161.1199951171875,162.8800048828125,96046400.0,162.6410369873047
2022-04-26,162.33999633789062,156.72000122070312,162.25,156.8000030517578,95623200.0,156.56996154785156
2022-04-27,159.7899932861328,155.3800048828125,155.91000366210938,156.57000732421875,88063200.0,156.34030151367188
2022-04-28,164.52000427246094,158.92999267578125,159.25,163.63999938964844,130216800.0,163.39991760253906
2022-04-29,166.1999969482422,157.25,161.83999633789062,157.64999389648438,131587100.0,157.418701171875
2022-05-02,158.22999572753906,153.27000427246094,156.7100067138672,157.9600067138672,123055300.0,157.72825622558594
2022-05-03,160.7100067138672,156.32000732421875,158.14999389648438,159.47999572753906,88966500.0,159.2460174560547
2022-05-04,166.47999572753906,159.25999450683594,159.6699981689453,166.02000427246094,108256500.0,165.77642822265625
2022-05-05,164.0800018310547,154.9499969482422,163.85000610351562,156.77000427246094,130525300.0,156.54000854492188
2022-05-06,159.44000244140625,154.17999267578125,156.00999450683594,157.27999877929688,116055700.0,157.27999877929688
2022-05-09,155.8300018310547,151.49000549316406,154.92999267578125,152.05999755859375,131577900.0,152.05999755859375
2022-05-10,156.74000549316406,152.92999267578125,155.52000427246094,154.50999450683594,115276400.0,154.50999450683594
