2999,5/20/2009,GSPC,903.469971,-1.675756194
3000,5/21/2009,MSFT,16.628421,-0.353178453
3001,5/21/2009,IBM,88.759146,-0.904493831
3002,5/21/2009,SBUX,6.152908,-3.201786862
3003,5/21/2009,AAPL,16.428824,-1.352872245
3004,5/21/2009,GSPC,888.330017,-0.149721047
3005,5/22/2009,MSFT,16.569693,2.987339596
3006,5/22/2009,IBM,87.956325,3.07193826
3007,5/22/2009,SBUX,5.955905,3.846149326
3008,5/22/2009,AAPL,16.206563,6.75918145
3009,5/22/2009,GSPC,887.0,2.630216122
3010,5/26/2009,MSFT,17.064686,-1.032447945
3011,5/26/2009,IBM,90.658289,-1.990093813
3012,5/26/2009,SBUX,6.184978,-0.74074637
3013,5/26/2009,AAPL,17.301994,1.735742135
3014,5/26/2009,GSPC,910.330017,-1.897116285
3015,5/27/2009,MSFT,16.888502,1.589673258
3016,5/27/2009,IBM,88.854104,1.709901886
3017,5/27/2009,SBUX,6.139163,2.313442402
3018,5/27/2009,AAPL,17.602312,1.518215334
3019,5/27/2009,GSPC,893.059998,1.541891814
3020,5/28/2009,MSFT,17.156974,2.151579876
3021,5/28/2009,IBM,90.373422,1.518766214
3022,5/28/2009,SBUX,6.281189,4.959888964
3023,5/28/2009,AAPL,17.869553,0.547870448
3024,5/28/2009,GSPC,906.830017,1.357475797
3025,5/29/2009,MSFT,17.52612,2.441361807
3026,5/29/2009,IBM,91.745983,1.966506806
3027,5/29/2009,SBUX,6.592729,3.683103006
3028,5/29/2009,AAPL,17.967455,2.606585073
3029,5/29/2009,GSPC,919.140015,2.581758993
3030,6/1/2009,MSFT,17.953996,0.0
3031,6/1/2009,IBM,93.550174,-1.421057752
3032,6/1/2009,SBUX,6.835546,-0.670231756
3033,6/1/2009,AAPL,18.435792,0.100467612
3034,6/1/2009,GSPC,942.869995,0.1983301
3035,6/2/2009,MSFT,17.953996,1.542057824
3036,6/2/2009,IBM,92.220772,-0.318266692
3037,6/2/2009,SBUX,6.789732,3.238861269
3038,6/2/2009,AAPL,18.454314,1.046665837
3039,6/2/2009,GSPC,944.73999,-1.373920882
3040,6/3/2009,MSFT,18.230857,0.460192299
3041,6/3/2009,IBM,91.927264,-0.150244872
3042,6/3/2009,SBUX,7.009642,-0.849672494
3043,6/3/2009,AAPL,18.647469,1.979432169
3044,6/3/2009,GSPC,931.76001,1.148365661
3045,6/4/2009,MSFT,18.314754,1.420062754
3046,6/4/2009,IBM,91.789148,0.855822303
3047,6/4/2009,SBUX,6.950083,-0.527360608
3048,6/4/2009,AAPL,19.016583,0.646998464
3049,6/4/2009,GSPC,942.460022,-0.251469022
3050,6/5/2009,MSFT,18.574835,-0.406506976
3051,6/5/2009,IBM,92.5747,0.233122008
3052,6/5/2009,SBUX,6.913431,-0.795220203
3053,6/5/2009,AAPL,19.13962,-0.566813761
3054,6/5/2009,GSPC,940.090027,-0.101055428
3055,6/8/2009,MSFT,18.499327,0.136059004
3056,6/8/2009,IBM,92.790512,0.604708378
3057,6/8/2009,SBUX,6.858454,1.536395812
3058,6/8/2009,AAPL,19.031134,-0.785539107
3059,6/8/2009,GSPC,939.140015,0.350318158
3060,6/9/2009,MSFT,18.524497,2.128619201
3061,6/9/2009,IBM,93.351624,0.194192658
3062,6/9/2009,SBUX,6.963827,-1.973684872
3063,6/9/2009,AAPL,18.881637,-1.730655027
3064,6/9/2009,GSPC,942.429993,-0.348033172
